"Work Master
Code",Discipline,Code,Description,Code,Description,Code,Description,Code,L04,Code,L05,Code,L06,Code,L07,Code,L08,Code,L09,Code,L10,Code,L11,B01,B02,B03,B04,B05,B06,B07,B08,B09,UoM1,UoM2,"Work Group
Code","Work Master
Code"
A03AD029-00016,AR,A03,Concrete Work,AD,Substructure Work,029,Anchor Bolt (Installation only),,,,,,,,,,,,,,,52,Over M76,,,,,,,,,,EA,EA,A03AD029,A03AD029-00016
A03AD030-00001,AR,A03,Concrete Work,AD,Substructure Work,030,Chemical Anchor Bolt,,,,,,,,,,,04,Including injected Chemical material,,,36,M10,,,,,,,,,,EA,EA,A03AD030,A03AD030-00001
A03AD030-00002,AR,A03,Concrete Work,AD,Substructure Work,030,Chemical Anchor Bolt,,,,,,,,,,,04,Including injected Chemical material,,,37,M12,,,,,,,,,,EA,EA,A03AD030,A03AD030-00002
A03AD030-00003,AR,A03,Concrete Work,AD,Substructure Work,030,Chemical Anchor Bolt,,,,,,,,,,,04,Including injected Chemical material,,,38,M16,,,,,,,,,,EA,EA,A03AD030,A03AD030-00003
A03AD030-00004,AR,A03,Concrete Work,AD,Substructure Work,030,Chemical Anchor Bolt,,,,,,,,,,,04,Including injected Chemical material,,,39,M20,,,,,,,,,,EA,EA,A03AD030,A03AD030-00004
A03AD030-00005,AR,A03,Concrete Work,AD,Substructure Work,030,Chemical Anchor Bolt,,,,,,,,,,,04,Including injected Chemical material,,,40,M22,,,,,,,,,,EA,EA,A03AD030,A03AD030-00005
A03AD030-00006,AR,A03,Concrete Work,AD,Substructure Work,030,Chemical Anchor Bolt,,,,,,,,,,,04,Including injected Chemical material,,,41,M24,,,,,,,,,,EA,EA,A03AD030,A03AD030-00006
A03AD031-00001,AR,A03,Concrete Work,AD,Substructure Work,031,Expansion Anchor Bolt,,,,,,,,,,,,,,,36,M10,,,,,,,,,,EA,EA,A03AD031,A03AD031-00001
A03AD031-00002,AR,A03,Concrete Work,AD,Substructure Work,031,Expansion Anchor Bolt,,,,,,,,,,,,,,,37,M12,,,,,,,,,,EA,EA,A03AD031,A03AD031-00002
A03AD031-00003,AR,A03,Concrete Work,AD,Substructure Work,031,Expansion Anchor Bolt,,,,,,,,,,,,,,,38,M16,,,,,,,,,,EA,EA,A03AD031,A03AD031-00003
A03AD031-00004,AR,A03,Concrete Work,AD,Substructure Work,031,Expansion Anchor Bolt,,,,,,,,,,,,,,,39,M20,,,,,,,,,,EA,EA,A03AD031,A03AD031-00004
A03AD031-00005,AR,A03,Concrete Work,AD,Substructure Work,031,Expansion Anchor Bolt,,,,,,,,,,,,,,,40,M22,,,,,,,,,,EA,EA,A03AD031,A03AD031-00005
A03AD031-00006,AR,A03,Concrete Work,AD,Substructure Work,031,Expansion Anchor Bolt,,,,,,,,,,,,,,,41,M24,,,,,,,,,,EA,EA,A03AD031,A03AD031-00006
A03AD032-00001,AR,A03,Concrete Work,AD,Substructure Work,032,Structural Concrete,,,01,Cement Type-1,01,F'c (Cylinder Strength) > 35MPa,,,,,,,,,,,,,,,,,,,,M3,M3,A03AD032,A03AD032-00001
A03AD032-00002,AR,A03,Concrete Work,AD,Substructure Work,032,Structural Concrete,,,02,Cement Type-2,01,F'c (Cylinder Strength) > 35MPa,,,,,,,,,,,,,,,,,,,,M3,M3,A03AD032,A03AD032-00002
A03AD032-00003,AR,A03,Concrete Work,AD,Substructure Work,032,Structural Concrete,,,03,Cement Type-5,01,F'c (Cylinder Strength) > 35MPa,,,,,,,,,,,,,,,,,,,,M3,M3,A03AD032,A03AD032-00003
A03AD032-00004,AR,A03,Concrete Work,AD,Substructure Work,032,Structural Concrete,,,01,Cement Type-1,02,30MPa < F'c (Cylinder Strength) ≤ 35MPa,,,,,,,,,,,,,,,,,,,,M3,M3,A03AD032,A03AD032-00004
A03AD032-00005,AR,A03,Concrete Work,AD,Substructure Work,032,Structural Concrete,,,02,Cement Type-2,02,30MPa < F'c (Cylinder Strength) ≤ 35MPa,,,,,,,,,,,,,,,,,,,,M3,M3,A03AD032,A03AD032-00005
A03AD032-00006,AR,A03,Concrete Work,AD,Substructure Work,032,Structural Concrete,,,03,Cement Type-5,02,30MPa < F'c (Cylinder Strength) ≤ 35MPa,,,,,,,,,,,,,,,,,,,,M3,M3,A03AD032,A03AD032-00006
A03AD032-00007,AR,A03,Concrete Work,AD,Substructure Work,032,Structural Concrete,,,01,Cement Type-1,03,25MPa < F'c (Cylinder Strength) ≤ 30MPa,,,,,,,,,,,,,,,,,,,,M3,M3,A03AD032,A03AD032-00007
A03AD032-00008,AR,A03,Concrete Work,AD,Substructure Work,032,Structural Concrete,,,02,Cement Type-2,03,25MPa < F'c (Cylinder Strength) ≤ 30MPa,,,,,,,,,,,,,,,,,,,,M3,M3,A03AD032,A03AD032-00008
A03AD032-00009,AR,A03,Concrete Work,AD,Substructure Work,032,Structural Concrete,,,03,Cement Type-5,03,25MPa < F'c (Cylinder Strength) ≤ 30MPa,,,,,,,,,,,,,,,,,,,,M3,M3,A03AD032,A03AD032-00009
A03AD032-00010,AR,A03,Concrete Work,AD,Substructure Work,032,Structural Concrete,,,01,Cement Type-1,04,20MPa < F'c (Cylinder Strength) ≤ 25MPa,,,,,,,,,,,,,,,,,,,,M3,M3,A03AD032,A03AD032-00010
A03AD032-00011,AR,A03,Concrete Work,AD,Substructure Work,032,Structural Concrete,,,02,Cement Type-2,04,20MPa < F'c (Cylinder Strength) ≤ 25MPa,,,,,,,,,,,,,,,,,,,,M3,M3,A03AD032,A03AD032-00011
A03AD032-00012,AR,A03,Concrete Work,AD,Substructure Work,032,Structural Concrete,,,03,Cement Type-5,04,20MPa < F'c (Cylinder Strength) ≤ 25MPa,,,,,,,,,,,,,,,,,,,,M3,M3,A03AD032,A03AD032-00012
A03AD032-00013,AR,A03,Concrete Work,AD,Substructure Work,032,Structural Concrete,,,01,Cement Type-1,05,F'c (Cylinder Strength) ≤ 20MPa,,,,,,,,,,,,,,,,,,,,M3,M3,A03AD032,A03AD032-00013
A03AD032-00014,AR,A03,Concrete Work,AD,Substructure Work,032,Structural Concrete,,,02,Cement Type-2,05,F'c (Cylinder Strength) ≤ 20MPa,,,,,,,,,,,,,,,,,,,,M3,M3,A03AD032,A03AD032-00014
A03AD032-00015,AR,A03,Concrete Work,AD,Substructure Work,032,Structural Concrete,,,03,Cement Type-5,05,F'c (Cylinder Strength) ≤ 20MPa,,,,,,,,,,,,,,,,,,,,M3,M3,A03AD032,A03AD032-00015
A03AD033-00001,AR,A03,Concrete Work,AD,Substructure Work,033,Colored Concrete,,,01,Cement Type-1,01,F'c (Cylinder Strength) > 35MPa,,,,,,,,,,,,,,,,,,,,M3,M3,A03AD033,A03AD033-00001
A03AD033-00002,AR,A03,Concrete Work,AD,Substructure Work,033,Colored Concrete,,,02,Cement Type-2,01,F'c (Cylinder Strength) > 35MPa,,,,,,,,,,,,,,,,,,,,M3,M3,A03AD033,A03AD033-00002
A03AD033-00003,AR,A03,Concrete Work,AD,Substructure Work,033,Colored Concrete,,,03,Cement Type-5,01,F'c (Cylinder Strength) > 35MPa,,,,,,,,,,,,,,,,,,,,M3,M3,A03AD033,A03AD033-00003
A03AD033-00004,AR,A03,Concrete Work,AD,Substructure Work,033,Colored Concrete,,,01,Cement Type-1,02,30MPa < F'c (Cylinder Strength) ≤ 35MPa,,,,,,,,,,,,,,,,,,,,M3,M3,A03AD033,A03AD033-00004
A03AD033-00005,AR,A03,Concrete Work,AD,Substructure Work,033,Colored Concrete,,,02,Cement Type-2,02,30MPa < F'c (Cylinder Strength) ≤ 35MPa,,,,,,,,,,,,,,,,,,,,M3,M3,A03AD033,A03AD033-00005
A03AD033-00006,AR,A03,Concrete Work,AD,Substructure Work,033,Colored Concrete,,,03,Cement Type-5,02,30MPa < F'c (Cylinder Strength) ≤ 35MPa,,,,,,,,,,,,,,,,,,,,M3,M3,A03AD033,A03AD033-00006
A03AD033-00007,AR,A03,Concrete Work,AD,Substructure Work,033,Colored Concrete,,,01,Cement Type-1,03,25MPa < F'c (Cylinder Strength) ≤ 30MPa,,,,,,,,,,,,,,,,,,,,M3,M3,A03AD033,A03AD033-00007
A03AD033-00008,AR,A03,Concrete Work,AD,Substructure Work,033,Colored Concrete,,,02,Cement Type-2,03,25MPa < F'c (Cylinder Strength) ≤ 30MPa,,,,,,,,,,,,,,,,,,,,M3,M3,A03AD033,A03AD033-00008
A03AD033-00009,AR,A03,Concrete Work,AD,Substructure Work,033,Colored Concrete,,,03,Cement Type-5,03,25MPa < F'c (Cylinder Strength) ≤ 30MPa,,,,,,,,,,,,,,,,,,,,M3,M3,A03AD033,A03AD033-00009
A03AD033-00010,AR,A03,Concrete Work,AD,Substructure Work,033,Colored Concrete,,,01,Cement Type-1,04,20MPa < F'c (Cylinder Strength) ≤ 25MPa,,,,,,,,,,,,,,,,,,,,M3,M3,A03AD033,A03AD033-00010
A03AD033-00011,AR,A03,Concrete Work,AD,Substructure Work,033,Colored Concrete,,,02,Cement Type-2,04,20MPa < F'c (Cylinder Strength) ≤ 25MPa,,,,,,,,,,,,,,,,,,,,M3,M3,A03AD033,A03AD033-00011
A03AD033-00012,AR,A03,Concrete Work,AD,Substructure Work,033,Colored Concrete,,,03,Cement Type-5,04,20MPa < F'c (Cylinder Strength) ≤ 25MPa,,,,,,,,,,,,,,,,,,,,M3,M3,A03AD033,A03AD033-00012
A03AD033-00013,AR,A03,Concrete Work,AD,Substructure Work,033,Colored Concrete,,,01,Cement Type-1,05,F'c (Cylinder Strength) ≤ 20MPa,,,,,,,,,,,,,,,,,,,,M3,M3,A03AD033,A03AD033-00013
A03AD033-00014,AR,A03,Concrete Work,AD,Substructure Work,033,Colored Concrete,,,02,Cement Type-2,05,F'c (Cylinder Strength) ≤ 20MPa,,,,,,,,,,,,,,,,,,,,M3,M3,A03AD033,A03AD033-00014
A03AD033-00015,AR,A03,Concrete Work,AD,Substructure Work,033,Colored Concrete,,,03,Cement Type-5,05,F'c (Cylinder Strength) ≤ 20MPa,,,,,,,,,,,,,,,,,,,,M3,M3,A03AD033,A03AD033-00015
A03AD034-00001,AR,A03,Concrete Work,AD,Substructure Work,034,Lean Concrete (including Form work),,,01,Cement Type-1,06,F'c (Cylinder Strength) > 20MPa,,,,,,,,,,,,,,,,,,,,M3,M3,A03AD034,A03AD034-00001
A03AD034-00002,AR,A03,Concrete Work,AD,Substructure Work,034,Lean Concrete (including Form work),,,02,Cement Type-2,06,F'c (Cylinder Strength) > 20MPa,,,,,,,,,,,,,,,,,,,,M3,M3,A03AD034,A03AD034-00002
A03AD034-00003,AR,A03,Concrete Work,AD,Substructure Work,034,Lean Concrete (including Form work),,,03,Cement Type-5,06,F'c (Cylinder Strength) > 20MPa,,,,,,,,,,,,,,,,,,,,M3,M3,A03AD034,A03AD034-00003
A03AD034-00004,AR,A03,Concrete Work,AD,Substructure Work,034,Lean Concrete (including Form work),,,01,Cement Type-1,07,10MPa < F'c (Cylinder Strength) ≤ 20MPa,,,,,,,,,,,,,,,,,,,,M3,M3,A03AD034,A03AD034-00004
A03AD034-00005,AR,A03,Concrete Work,AD,Substructure Work,034,Lean Concrete (including Form work),,,02,Cement Type-2,07,10MPa < F'c (Cylinder Strength) ≤ 20MPa,,,,,,,,,,,,,,,,,,,,M3,M3,A03AD034,A03AD034-00005
A03AD034-00006,AR,A03,Concrete Work,AD,Substructure Work,034,Lean Concrete (including Form work),,,03,Cement Type-5,07,10MPa < F'c (Cylinder Strength) ≤ 20MPa,,,,,,,,,,,,,,,,,,,,M3,M3,A03AD034,A03AD034-00006
A03AD034-00007,AR,A03,Concrete Work,AD,Substructure Work,034,Lean Concrete (including Form work),,,01,Cement Type-1,08,F'c (Cylinder Strength) ≤ 10MPa,,,,,,,,,,,,,,,,,,,,M3,M3,A03AD034,A03AD034-00007
A03AD034-00008,AR,A03,Concrete Work,AD,Substructure Work,034,Lean Concrete (including Form work),,,02,Cement Type-2,08,F'c (Cylinder Strength) ≤ 10MPa,,,,,,,,,,,,,,,,,,,,M3,M3,A03AD034,A03AD034-00008
A03AD034-00009,AR,A03,Concrete Work,AD,Substructure Work,034,Lean Concrete (including Form work),,,03,Cement Type-5,08,F'c (Cylinder Strength) ≤ 10MPa,,,,,,,,,,,,,,,,,,,,M3,M3,A03AD034,A03AD034-00009
A03AD035-00001,AR,A03,Concrete Work,AD,Substructure Work,035,Form Work (3 times in use),25,Flat Form,,,,,,,,,05,"Dressed Lumber, Plywood or Steel Form(Wood Planks are not Allowed) incl. Chamfer",,,,,,,,,,,,,,M2,M2,A03AD035,A03AD035-00001
A03AD035-00002,AR,A03,Concrete Work,AD,Substructure Work,035,Form Work (3 times in use),26,Circular Form,,,,,,,,,05,"Dressed Lumber, Plywood or Steel Form(Wood Planks are not Allowed) incl. Chamfer",,,,,,,,,,,,,,M2,M2,A03AD035,A03AD035-00002
A03AD036-00001,AR,A03,Concrete Work,AD,Substructure Work,036,Form Work (1 time in use),25,Flat Form,,,,,,,,,05,"Dressed Lumber, Plywood or Steel Form(Wood Planks are not Allowed) incl. Chamfer",,,,,,,,,,,,,,M2,M2,A03AD036,A03AD036-00001
A03AD036-00002,AR,A03,Concrete Work,AD,Substructure Work,036,Form Work (1 time in use),26,Circular Form,,,,,,,,,05,"Dressed Lumber, Plywood or Steel Form(Wood Planks are not Allowed) incl. Chamfer",,,,,,,,,,,,,,M2,M2,A03AD036,A03AD036-00002
A03AD037-00001,AR,A03,Concrete Work,AD,Substructure Work,037,Rebar Work,27,Deformed Bar (Non-Coat.),,,09,Fy>470MPa,,,,,,,,,,,,,,,,,,,,TON,TON,A03AD037,A03AD037-00001
A03AD037-00002,AR,A03,Concrete Work,AD,Substructure Work,037,Rebar Work,27,Deformed Bar (Non-Coat.),,,10,400MPa<Fy≤470MPa,,,,,,,,,,,,,,,,,,,,TON,TON,A03AD037,A03AD037-00002
A03AD037-00003,AR,A03,Concrete Work,AD,Substructure Work,037,Rebar Work,27,Deformed Bar (Non-Coat.),,,11,300MPa<Fy≤400MPa,,,,,,,,,,,,,,,,,,,,TON,TON,A03AD037,A03AD037-00003
A03AD037-00004,AR,A03,Concrete Work,AD,Substructure Work,037,Rebar Work,27,Deformed Bar (Non-Coat.),,,12,Fy≤300MPa,,,,,,,,,,,,,,,,,,,,TON,TON,A03AD037,A03AD037-00004
A03AD037-00005,AR,A03,Concrete Work,AD,Substructure Work,037,Rebar Work,28,Deformed Bar (Epoxy Coat.),,,09,Fy>470MPa,,,,,,,,,,,,,,,,,,,,TON,TON,A03AD037,A03AD037-00005
A03AD037-00006,AR,A03,Concrete Work,AD,Substructure Work,037,Rebar Work,28,Deformed Bar (Epoxy Coat.),,,10,400MPa<Fy≤470MPa,,,,,,,,,,,,,,,,,,,,TON,TON,A03AD037,A03AD037-00006
A03AD037-00007,AR,A03,Concrete Work,AD,Substructure Work,037,Rebar Work,28,Deformed Bar (Epoxy Coat.),,,11,300MPa<Fy≤400MPa,,,,,,,,,,,,,,,,,,,,TON,TON,A03AD037,A03AD037-00007
A03AD037-00008,AR,A03,Concrete Work,AD,Substructure Work,037,Rebar Work,28,Deformed Bar (Epoxy Coat.),,,12,Fy≤300MPa,,,,,,,,,,,,,,,,,,,,TON,TON,A03AD037,A03AD037-00008
A03AD038-00001,AR,A03,Concrete Work,AD,Substructure Work,038,Welded Wire Fabric,,,,,,,,,,,,,,,53,DIA≤6mm,,Mesh Size=DIA(  )mm x (  )mm x (  )mm,,,,,,,,M2,M2,A03AD038,A03AD038-00001
A03AD038-00002,AR,A03,Concrete Work,AD,Substructure Work,038,Welded Wire Fabric,,,,,,,,,,,,,,,54,DIA>6mm,,Mesh Size=DIA(  )mm x (  )mm x (  )mm,,,,,,,,M2,M2,A03AD038,A03AD038-00002
A03AD039-00001,AR,A03,Concrete Work,AD,Substructure Work,039,Expansion Joint (Exposed Type),,,,,,,,,,,06,"w/ Flexible Joint Filler, Sealant, Dowel Bar w/ PVC Sleeve",,,,,,THK=(  )mm,,,,,,,,M,M,A03AD039,A03AD039-00001
A03AD040-00001,AR,A03,Concrete Work,AD,Substructure Work,040,Expansion Joint (w/ Aluminum Cover),,,,,,,,,,,07,"w/ Flexible Joint Filler, Sealant, Aluminum Flashing Cover w/ Fixing Accessories",,,,,,THK=(  )mm,,,,,,,,M,M,A03AD040,A03AD040-00001
A03AD041-00001,AR,A03,Concrete Work,AD,Substructure Work,041,Expansion Joint (w/ Galvanized Steel Cover),,,,,,,,,,,08,"w/ Flexible Joint Filler, Sealant, Galv. Steel Cover w/ Galv. Steel Angle, Fixing Accessories",,,,,,THK=(  )mm,,,,,,,,M,M,A03AD041,A03AD041-00001
A03AD042-00001,AR,A03,Concrete Work,AD,Substructure Work,042,Expansion Joint (w/ Stainless Steel Cover),,,,,,,,,,,09,"w/ Flexible Joint Filler, Sealant, SST Flashing Cover w/ Fixing Accessories",,,,,,THK=(  )mm,,,,,,,,M,M,A03AD042,A03AD042-00001
A03AD043-00001,AR,A03,Concrete Work,AD,Substructure Work,043,Expansion Joint (w/ Ready-Made Cover),,,,,,,,,,,10,"w/ Flexible Joint Filler, Sealant, Ready-Made Cover Profile w/ Fixing Accessories",,,,,,THK=(  )mm,,,,,,,,M,M,A03AD043,A03AD043-00001
A03AD044-00001,AR,A03,Concrete Work,AD,Substructure Work,044,Isolation Joint (Separation Joint),,,,,,,,,,,11,"w/ Flexible Joint Filler, Sealant",,,,,,THK=(  )mm,,,,,,,,M,M,A03AD044,A03AD044-00001
A03AD045-00001,AR,A03,Concrete Work,AD,Substructure Work,045,Control Joint,,,,,,,,,,,12,"w/ Joint Sealant, Backstop",,,,,,Saw Cut: W(  )mm x D(  )mm,,,,,,,,M,M,A03AD045,A03AD045-00001
A03AD045-00002,AR,A03,Concrete Work,AD,Substructure Work,045,Control Joint,,,,,,,,,,,13,"w/ Joint Sealant, Backstop, Bottom Crack Inducer",,,,,,Saw Cut: W(  )mm x D(  )mm,,,,,,,,M,M,A03AD045,A03AD045-00002
A03AD046-00001,AR,A03,Concrete Work,AD,Substructure Work,046,Water Stop,29,PVC Type,,,,,,,,,,,,,,,,W=(  )mm,,,,,,,,M,M,A03AD046,A03AD046-00001
A03AD046-00002,AR,A03,Concrete Work,AD,Substructure Work,046,Water Stop,30,Stainless Steel Type,,,,,,,,,,,,,,,,W=(  )mm,,,,,,,,M,M,A03AD046,A03AD046-00002
A03AD046-00003,AR,A03,Concrete Work,AD,Substructure Work,046,Water Stop,31,Expandable Rubber Type,,,,,,,,,,,,,,,,W=(  )mm,,,,,,,,M,M,A03AD046,A03AD046-00003
A03AD047-00001,AR,A03,Concrete Work,AD,Substructure Work,047,Insulation under Ground Floor,32,Extruded Polystyrene Insulation Board,,,,,,,,,,,,,31,THK<50mm,,THK=(  )mm,,,,,,,,M2,M2,A03AD047,A03AD047-00001
A03AD047-00002,AR,A03,Concrete Work,AD,Substructure Work,047,Insulation under Ground Floor,32,Extruded Polystyrene Insulation Board,,,,,,,,,,,,,09,50mm≤THK<75mm,,THK=(  )mm,,,,,,,,M2,M2,A03AD047,A03AD047-00002
A03AD047-00003,AR,A03,Concrete Work,AD,Substructure Work,047,Insulation under Ground Floor,32,Extruded Polystyrene Insulation Board,,,,,,,,,,,,,10,75mm≤THK<100mm,,THK=(  )mm,,,,,,,,M2,M2,A03AD047,A03AD047-00003
A03AD047-00004,AR,A03,Concrete Work,AD,Substructure Work,047,Insulation under Ground Floor,32,Extruded Polystyrene Insulation Board,,,,,,,,,,,,,11,100mm≤THK,,THK=(  )mm,,,,,,,,M2,M2,A03AD047,A03AD047-00004
A03AD048-00001,AR,A03,Concrete Work,AD,Substructure Work,048,Ladder Rung,33,Hot-Dip Galvanized Steel,,,,,,,,,14,Galv.: ASTM A123,,,55,DIA=20mm,,L=(  )mm,,,,,,,,EA,EA,A03AD048,A03AD048-00001
A03AD048-00002,AR,A03,Concrete Work,AD,Substructure Work,048,Ladder Rung,34,SUS,,,,,,,,,,,,,55,DIA=20mm,,L=(  )mm,,,,,,,,EA,EA,A03AD048,A03AD048-00002
A03AD048-00003,AR,A03,Concrete Work,AD,Substructure Work,048,Ladder Rung,35,FRP,,,,,,,,,,,,,55,DIA=20mm,,L=(  )mm,,,,,,,,EA,EA,A03AD048,A03AD048-00003
A03AD049-00001,AR,A03,Concrete Work,AD,Substructure Work,049,"Embedded Steel(Steel Plate, Corner Angle and etc.) w/ Anchor Bar (Purchase & Installation)",33,Hot-Dip Galvanized Steel,,,,,,,,,14,Galv.: ASTM A123,,,,,,,,,,,,,,TON,TON,A03AD049,A03AD049-00001
A03AD049-00002,AR,A03,Concrete Work,AD,Substructure Work,049,"Embedded Steel(Steel Plate, Corner Angle and etc.) w/ Anchor Bar (Purchase & Installation)",34,SUS,,,,,,,,,,,,,,,,,,,,,,,,TON,TON,A03AD049,A03AD049-00002
A03AD050-00001,AR,A03,Concrete Work,AD,Substructure Work,050,"Embedded Steel(Steel Plate, Corner Angle and etc.) w/ Anchor Bar (Installation Only)",33,Hot-Dip Galvanized Steel,,,,,,,,,14,Galv.: ASTM A123,,,,,,,,,,,,,,TON,TON,A03AD050,A03AD050-00001
A03AD050-00002,AR,A03,Concrete Work,AD,Substructure Work,050,"Embedded Steel(Steel Plate, Corner Angle and etc.) w/ Anchor Bar (Installation Only)",34,SUS,,,,,,,,,,,,,,,,,,,,,,,,TON,TON,A03AD050,A03AD050-00002
A03AE029-00001,AR,A03,Concrete Work,AE,Mass Concrete Work,029,Anchor Bolt (Installation only),,,,,,,,,,,,,,,37,M12,,,,,,,,,,EA,EA,A03AE029,A03AE029-00001
A03AE029-00002,AR,A03,Concrete Work,AE,Mass Concrete Work,029,Anchor Bolt (Installation only),,,,,,,,,,,,,,,38,M16,,,,,,,,,,EA,EA,A03AE029,A03AE029-00002
A03AE029-00003,AR,A03,Concrete Work,AE,Mass Concrete Work,029,Anchor Bolt (Installation only),,,,,,,,,,,,,,,39,M20,,,,,,,,,,EA,EA,A03AE029,A03AE029-00003
A03AE029-00004,AR,A03,Concrete Work,AE,Mass Concrete Work,029,Anchor Bolt (Installation only),,,,,,,,,,,,,,,40,M22,,,,,,,,,,EA,EA,A03AE029,A03AE029-00004
A03AE029-00005,AR,A03,Concrete Work,AE,Mass Concrete Work,029,Anchor Bolt (Installation only),,,,,,,,,,,,,,,41,M24,,,,,,,,,,EA,EA,A03AE029,A03AE029-00005
A03AE029-00006,AR,A03,Concrete Work,AE,Mass Concrete Work,029,Anchor Bolt (Installation only),,,,,,,,,,,,,,,42,M30,,,,,,,,,,EA,EA,A03AE029,A03AE029-00006
A03AE029-00007,AR,A03,Concrete Work,AE,Mass Concrete Work,029,Anchor Bolt (Installation only),,,,,,,,,,,,,,,43,M33,,,,,,,,,,EA,EA,A03AE029,A03AE029-00007
A03AE029-00008,AR,A03,Concrete Work,AE,Mass Concrete Work,029,Anchor Bolt (Installation only),,,,,,,,,,,,,,,44,M36,,,,,,,,,,EA,EA,A03AE029,A03AE029-00008
A03AE029-00009,AR,A03,Concrete Work,AE,Mass Concrete Work,029,Anchor Bolt (Installation only),,,,,,,,,,,,,,,45,M42,,,,,,,,,,EA,EA,A03AE029,A03AE029-00009
A03AE029-00010,AR,A03,Concrete Work,AE,Mass Concrete Work,029,Anchor Bolt (Installation only),,,,,,,,,,,,,,,46,M48,,,,,,,,,,EA,EA,A03AE029,A03AE029-00010
A03AE029-00011,AR,A03,Concrete Work,AE,Mass Concrete Work,029,Anchor Bolt (Installation only),,,,,,,,,,,,,,,47,M52,,,,,,,,,,EA,EA,A03AE029,A03AE029-00011
A03AE029-00012,AR,A03,Concrete Work,AE,Mass Concrete Work,029,Anchor Bolt (Installation only),,,,,,,,,,,,,,,48,M56,,,,,,,,,,EA,EA,A03AE029,A03AE029-00012
A03AE029-00013,AR,A03,Concrete Work,AE,Mass Concrete Work,029,Anchor Bolt (Installation only),,,,,,,,,,,,,,,49,M64,,,,,,,,,,EA,EA,A03AE029,A03AE029-00013
A03AE029-00014,AR,A03,Concrete Work,AE,Mass Concrete Work,029,Anchor Bolt (Installation only),,,,,,,,,,,,,,,50,M72,,,,,,,,,,EA,EA,A03AE029,A03AE029-00014
A03AE029-00015,AR,A03,Concrete Work,AE,Mass Concrete Work,029,Anchor Bolt (Installation only),,,,,,,,,,,,,,,51,M76,,,,,,,,,,EA,EA,A03AE029,A03AE029-00015
A03AE029-00016,AR,A03,Concrete Work,AE,Mass Concrete Work,029,Anchor Bolt (Installation only),,,,,,,,,,,,,,,52,Over M76,,,,,,,,,,EA,EA,A03AE029,A03AE029-00016
A03AE030-00001,AR,A03,Concrete Work,AE,Mass Concrete Work,030,Chemical Anchor Bolt,,,,,,,,,,,04,Including injected Chemical material,,,36,M10,,,,,,,,,,EA,EA,A03AE030,A03AE030-00001
A03AE030-00002,AR,A03,Concrete Work,AE,Mass Concrete Work,030,Chemical Anchor Bolt,,,,,,,,,,,04,Including injected Chemical material,,,37,M12,,,,,,,,,,EA,EA,A03AE030,A03AE030-00002
A03AE030-00003,AR,A03,Concrete Work,AE,Mass Concrete Work,030,Chemical Anchor Bolt,,,,,,,,,,,04,Including injected Chemical material,,,38,M16,,,,,,,,,,EA,EA,A03AE030,A03AE030-00003
A03AE030-00004,AR,A03,Concrete Work,AE,Mass Concrete Work,030,Chemical Anchor Bolt,,,,,,,,,,,04,Including injected Chemical material,,,39,M20,,,,,,,,,,EA,EA,A03AE030,A03AE030-00004
A03AE030-00005,AR,A03,Concrete Work,AE,Mass Concrete Work,030,Chemical Anchor Bolt,,,,,,,,,,,04,Including injected Chemical material,,,40,M22,,,,,,,,,,EA,EA,A03AE030,A03AE030-00005
A03AE030-00006,AR,A03,Concrete Work,AE,Mass Concrete Work,030,Chemical Anchor Bolt,,,,,,,,,,,04,Including injected Chemical material,,,41,M24,,,,,,,,,,EA,EA,A03AE030,A03AE030-00006
A03AE031-00001,AR,A03,Concrete Work,AE,Mass Concrete Work,031,Expansion Anchor Bolt,,,,,,,,,,,,,,,36,M10,,,,,,,,,,EA,EA,A03AE031,A03AE031-00001
A03AE031-00002,AR,A03,Concrete Work,AE,Mass Concrete Work,031,Expansion Anchor Bolt,,,,,,,,,,,,,,,37,M12,,,,,,,,,,EA,EA,A03AE031,A03AE031-00002
A03AE031-00003,AR,A03,Concrete Work,AE,Mass Concrete Work,031,Expansion Anchor Bolt,,,,,,,,,,,,,,,38,M16,,,,,,,,,,EA,EA,A03AE031,A03AE031-00003
A03AE031-00004,AR,A03,Concrete Work,AE,Mass Concrete Work,031,Expansion Anchor Bolt,,,,,,,,,,,,,,,39,M20,,,,,,,,,,EA,EA,A03AE031,A03AE031-00004
A03AE031-00005,AR,A03,Concrete Work,AE,Mass Concrete Work,031,Expansion Anchor Bolt,,,,,,,,,,,,,,,40,M22,,,,,,,,,,EA,EA,A03AE031,A03AE031-00005
A03AE031-00006,AR,A03,Concrete Work,AE,Mass Concrete Work,031,Expansion Anchor Bolt,,,,,,,,,,,,,,,41,M24,,,,,,,,,,EA,EA,A03AE031,A03AE031-00006
A03AE032-00001,AR,A03,Concrete Work,AE,Mass Concrete Work,032,Structural Concrete,,,01,Cement Type-1,01,F'c (Cylinder Strength) > 35MPa,,,,,15,"Including Concrete Temperature Control (Pile Cooling & Curing), Max Temperature of Concrete : 30℃",,,,,,,,,,,,,,M3,M3,A03AE032,A03AE032-00001
A03AE032-00002,AR,A03,Concrete Work,AE,Mass Concrete Work,032,Structural Concrete,,,02,Cement Type-2,01,F'c (Cylinder Strength) > 35MPa,,,,,15,"Including Concrete Temperature Control (Pile Cooling & Curing), Max Temperature of Concrete : 30℃",,,,,,,,,,,,,,M3,M3,A03AE032,A03AE032-00002
